model_label,sample,flow,dimension,metric,outcome,term,coefficient,std_error,t_stat,p_value,ci_low,ci_high,nobs,clusters,r_squared,status,candidate_rows,dropped_rows,dropped_regressors,fixed_effects,se_method,cluster_col,p_value_reference,horizon,bh_q_value,outcome_label,test_family
mechanism_product_discovery,rd2_countries,Exports,product_partner_bucket,product_discovery,net_new_product_gross_positive_share,bucket_high_product_high_partner,,,,,,,0,0,,insufficient_sample,1920,1920,,"reporter_code,year",none,reporter_code,,1,,Net-new product gross share,product_discovery
mechanism_product_discovery,rd2_countries,Exports,product_partner_bucket,product_discovery,net_new_product_gross_positive_share,bucket_high_product_low_partner,,,,,,,0,0,,insufficient_sample,1920,1920,,"reporter_code,year",none,reporter_code,,1,,Net-new product gross share,product_discovery
mechanism_product_discovery,rd2_countries,Exports,product_partner_bucket,product_discovery,net_new_product_gross_positive_share,bucket_low_product_high_partner,,,,,,,0,0,,insufficient_sample,1920,1920,,"reporter_code,year",none,reporter_code,,1,,Net-new product gross share,product_discovery
mechanism_product_discovery,rd2_countries,Exports,product_partner_bucket,product_discovery,net_new_product_gross_positive_share,log_initial_exports_constant_2015_usd,,,,,,,0,0,,insufficient_sample,1920,1920,,"reporter_code,year",none,reporter_code,,1,,Net-new product gross share,product_discovery
mechanism_product_discovery,rd2_countries,Exports,product_partner_bucket,product_discovery,net_new_product_gross_positive_share,oil_export_share,,,,,,,0,0,,insufficient_sample,1920,1920,,"reporter_code,year",none,reporter_code,,1,,Net-new product gross share,product_discovery
mechanism_product_discovery,rd2_countries,Exports,product_partner_bucket,product_discovery,net_new_product_gross_positive_share,log_gdp_constant_2015_usd,,,,,,,0,0,,insufficient_sample,1920,1920,,"reporter_code,year",none,reporter_code,,1,,Net-new product gross share,product_discovery
mechanism_product_discovery,rd2_countries,Exports,product_partner_bucket,product_discovery,net_new_product_gross_positive_share,log_population,,,,,,,0,0,,insufficient_sample,1920,1920,,"reporter_code,year",none,reporter_code,,1,,Net-new product gross share,product_discovery
mechanism_product_discovery,rd2_countries,Exports,product_partner_bucket,product_discovery,net_new_product_gross_positive_share,log_gni_per_capita_constant_2015_usd,,,,,,,0,0,,insufficient_sample,1920,1920,,"reporter_code,year",none,reporter_code,,1,,Net-new product gross share,product_discovery
mechanism_product_discovery,rd2_countries,Exports,product_partner_bucket,product_discovery,net_new_product_gross_positive_share,log_product_active_count,,,,,,,0,0,,insufficient_sample,1920,1920,,"reporter_code,year",none,reporter_code,,1,,Net-new product gross share,product_discovery
mechanism_product_discovery,rd2_countries,Exports,product_partner_bucket,product_discovery,net_new_product_gross_positive_share,log_partner_active_count,,,,,,,0,0,,insufficient_sample,1920,1920,,"reporter_code,year",none,reporter_code,,1,,Net-new product gross share,product_discovery
mechanism_destination_diversification,rd2_countries,Exports,product_partner_bucket,destination_diversification,new_partner_existing_product_gross_positive_share,bucket_high_product_high_partner,,,,,,,0,0,,insufficient_sample,1920,1920,,"reporter_code,year",none,reporter_code,,1,,New-partner gross share,destination_diversification
mechanism_destination_diversification,rd2_countries,Exports,product_partner_bucket,destination_diversification,new_partner_existing_product_gross_positive_share,bucket_high_product_low_partner,,,,,,,0,0,,insufficient_sample,1920,1920,,"reporter_code,year",none,reporter_code,,1,,New-partner gross share,destination_diversification
mechanism_destination_diversification,rd2_countries,Exports,product_partner_bucket,destination_diversification,new_partner_existing_product_gross_positive_share,bucket_low_product_high_partner,,,,,,,0,0,,insufficient_sample,1920,1920,,"reporter_code,year",none,reporter_code,,1,,New-partner gross share,destination_diversification
mechanism_destination_diversification,rd2_countries,Exports,product_partner_bucket,destination_diversification,new_partner_existing_product_gross_positive_share,log_initial_exports_constant_2015_usd,,,,,,,0,0,,insufficient_sample,1920,1920,,"reporter_code,year",none,reporter_code,,1,,New-partner gross share,destination_diversification
mechanism_destination_diversification,rd2_countries,Exports,product_partner_bucket,destination_diversification,new_partner_existing_product_gross_positive_share,oil_export_share,,,,,,,0,0,,insufficient_sample,1920,1920,,"reporter_code,year",none,reporter_code,,1,,New-partner gross share,destination_diversification
